taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_MELV/member/ncbi-curated-erv/JQ700171	JQ700171	Mustela nigripes	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700172	JQ700172	Mustela nigripes	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700173	JQ700173	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700174	JQ700174	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700175	JQ700175	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700176	JQ700176	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700177	JQ700177	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700178	JQ700178	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700179	JQ700179	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700180	JQ700180	Mustela nivalis	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700181	JQ700181	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700182	JQ700182	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700183	JQ700183	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700184	JQ700184	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700185	JQ700185	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700186	JQ700186	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700187	JQ700187	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700188	JQ700188	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700189	JQ700189	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700190	JQ700190	Mustela putorius	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700191	JQ700191	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700192	JQ700192	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700193	JQ700193	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700194	JQ700194	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700195	JQ700195	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700196	JQ700196	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700197	JQ700197	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700198	JQ700198	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700199	JQ700199	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/ncbi-curated-erv/JQ700200	JQ700200	Neovison vison	MELV	-	-	-
alignment/AL_MELV/member/fasta-digs-erv/MELV.1-Mustela_erminea	MELV.1-Mustela_erminea	Mustela erminea	MELV	-	WNLZ01000603.1	-
alignment/AL_MELV/member/fasta-digs-erv/MELV.1-Neovison_vison	MELV.1-Neovison_vison	Neovison vison	MELV	-	FNWR01000040.1	+
alignment/AL_MELV/member/fasta-digs-erv/MELV.2-Mustela_erminea	MELV.2-Mustela_erminea	Mustela erminea	MELV	-	WNLZ01000221.1	-
alignment/AL_MELV/member/fasta-digs-erv/MELV.2-Mustela_putorius_furo	MELV.2-Mustela_putorius_furo	Mustela putorius furo	MELV	-	GL897225	-
alignment/AL_MELV/member/fasta-digs-erv/MELV.2-Neovison_vison	MELV.2-Neovison_vison	Neovison vison	MELV	-	FNWR01001227.1	+
alignment/AL_MELV/member/fasta-digs-erv/MELV.3-Neovison_vison	MELV.3-Neovison_vison	Neovison vison	MELV	-	FNWR01000502.1	-
alignment/AL_MELV/member/fasta-digs-erv/MELV.4-Mustela_putorius_furo	MELV.4-Mustela_putorius_furo	Mustela putorius furo	MELV	-	AEYP01111284	+
alignment/AL_MELV/member/fasta-digs-erv/MELV.4-Neovison_vison	MELV.4-Neovison_vison	Neovison vison	MELV	-	FNWR01000254.1	+
alignment/AL_MELV/member/fasta-digs-erv/MELV.5-Mustela_erminea	MELV.5-Mustela_erminea	Mustela erminea	MELV	-	WNLZ01002198.1	+
alignment/AL_MELV/member/fasta-digs-erv/MELV.5-Mustela_putorius_furo	MELV.5-Mustela_putorius_furo	Mustela putorius furo	MELV	-	GL896920	+
alignment/AL_MELV/member/fasta-digs-erv/MELV.6-Mustela_putorius_furo	MELV.6-Mustela_putorius_furo	Mustela putorius furo	MELV	-	AEYP01113944	+
