taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.117-Lepus_americanus	RELIK.117-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010091048.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.119-Lepus_americanus	RELIK.119-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010368713.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.12-Lepus_timidus	RELIK.12-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000538.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.120-Oryctolagus_cuniculus	RELIK.120-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr7	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.121-Lepus_americanus	RELIK.121-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010397540.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.122-Oryctolagus_cuniculus	RELIK.122-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr14	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.123-Oryctolagus_cuniculus	RELIK.123-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0043	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.124-Lepus_americanus	RELIK.124-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010404779.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.125-Lepus_americanus	RELIK.125-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010376242.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.126-Oryctolagus_cuniculus	RELIK.126-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr4	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.127-Oryctolagus_cuniculus	RELIK.127-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0280	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.128-Oryctolagus_cuniculus	RELIK.128-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0053	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.13-Oryctolagus_cuniculus	RELIK.13-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.130-Lepus_timidus	RELIK.130-Lepus_timidus	Lepus timidus	RELIK	-	CM019682.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.132-Lepus_timidus	RELIK.132-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.134-Oryctolagus_cuniculus	RELIK.134-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0057	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.135-Lepus_americanus	RELIK.135-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010007772.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.136-Lepus_timidus	RELIK.136-Lepus_timidus	Lepus timidus	RELIK	-	CM019682.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.137-Oryctolagus_cuniculus	RELIK.137-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.138-Oryctolagus_cuniculus	RELIK.138-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.139-Lepus_americanus	RELIK.139-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010004564.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.14-Lepus_americanus	RELIK.14-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010004328.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.140-Oryctolagus_cuniculus	RELIK.140-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0047	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.141-Oryctolagus_cuniculus	RELIK.141-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.142-Oryctolagus_cuniculus	RELIK.142-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.143-Oryctolagus_cuniculus	RELIK.143-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr15	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.144-Oryctolagus_cuniculus	RELIK.144-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr16	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.145-Lepus_americanus	RELIK.145-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010106238.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.146-Lepus_americanus	RELIK.146-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010378083.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.147-Lepus_timidus	RELIK.147-Lepus_timidus	Lepus timidus	RELIK	-	CM019690.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.148-Lepus_timidus	RELIK.148-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000529.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.149-Oryctolagus_cuniculus	RELIK.149-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.15-Lepus_timidus	RELIK.15-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.150-Oryctolagus_cuniculus	RELIK.150-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr7	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.151-Oryctolagus_cuniculus	RELIK.151-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr17	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.152-Lepus_americanus	RELIK.152-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010029544.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.153-Lepus_americanus	RELIK.153-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010264399.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.154-Oryctolagus_cuniculus	RELIK.154-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.155-Oryctolagus_cuniculus	RELIK.155-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr3	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.156-Oryctolagus_cuniculus	RELIK.156-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0019	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.158-Oryctolagus_cuniculus	RELIK.158-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.159-Oryctolagus_cuniculus	RELIK.159-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr3	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.160-Oryctolagus_cuniculus	RELIK.160-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.161-Lepus_americanus	RELIK.161-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010031016.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.162-Lepus_timidus	RELIK.162-Lepus_timidus	Lepus timidus	RELIK	-	CM019681.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.163-Oryctolagus_cuniculus	RELIK.163-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.164-Oryctolagus_cuniculus	RELIK.164-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0113	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.165-Oryctolagus_cuniculus	RELIK.165-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn1697	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.166-Lepus_americanus	RELIK.166-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010048545.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.167-Lepus_americanus	RELIK.167-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010053903.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.168-Lepus_americanus	RELIK.168-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010324702.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.169-Lepus_timidus	RELIK.169-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.17-Oryctolagus_cuniculus	RELIK.17-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.170-Oryctolagus_cuniculus	RELIK.170-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.171-Lepus_americanus	RELIK.171-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010380196.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.172-Lepus_americanus	RELIK.172-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010449426.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.173-Oryctolagus_cuniculus	RELIK.173-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr11	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.174-Oryctolagus_cuniculus	RELIK.174-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr16	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.175-Oryctolagus_cuniculus	RELIK.175-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr11	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.176-Oryctolagus_cuniculus	RELIK.176-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr8	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.177-Lepus_timidus	RELIK.177-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01003350.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.178-Oryctolagus_cuniculus	RELIK.178-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0041	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.179-Lepus_timidus	RELIK.179-Lepus_timidus	Lepus timidus	RELIK	-	CM019677.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.18-Lepus_americanus	RELIK.18-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010018742.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.185-Lepus_americanus	RELIK.185-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010007266.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.186-Oryctolagus_cuniculus	RELIK.186-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.187-Oryctolagus_cuniculus	RELIK.187-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr2	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.188-Lepus_americanus	RELIK.188-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010001896.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.190-Oryctolagus_cuniculus	RELIK.190-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.192-Oryctolagus_cuniculus	RELIK.192-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.195-Oryctolagus_cuniculus	RELIK.195-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0016	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.197-Oryctolagus_cuniculus	RELIK.197-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.199-Lepus_timidus	RELIK.199-Lepus_timidus	Lepus timidus	RELIK	-	CM019678.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.2-Oryctolagus_cuniculus	RELIK.2-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr18	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.200-Lepus_timidus	RELIK.200-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.201-Oryctolagus_cuniculus	RELIK.201-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0058	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.202-Lepus_americanus	RELIK.202-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010301896.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.204-Oryctolagus_cuniculus	RELIK.204-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr14	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.206-Lepus_americanus	RELIK.206-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010035190.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.207-Lepus_americanus	RELIK.207-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010109483.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.208-Lepus_americanus	RELIK.208-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010127727.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.209-Oryctolagus_cuniculus	RELIK.209-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.210-Oryctolagus_cuniculus	RELIK.210-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr9	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.211-Oryctolagus_cuniculus	RELIK.211-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.212-Lepus_timidus	RELIK.212-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000333.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.213-Oryctolagus_cuniculus	RELIK.213-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr11	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.215-Lepus_americanus	RELIK.215-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010067592.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.216-Lepus_americanus	RELIK.216-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010403283.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.217-Lepus_timidus	RELIK.217-Lepus_timidus	Lepus timidus	RELIK	-	CM019672.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.220-Oryctolagus_cuniculus	RELIK.220-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr11	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.221-Oryctolagus_cuniculus	RELIK.221-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.223-Oryctolagus_cuniculus	RELIK.223-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr9	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.224-Oryctolagus_cuniculus	RELIK.224-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr2	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.226-Oryctolagus_cuniculus	RELIK.226-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr8	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.227-Lepus_timidus	RELIK.227-Lepus_timidus	Lepus timidus	RELIK	-	CM019671.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.229-Oryctolagus_cuniculus	RELIK.229-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr7	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.23-Oryctolagus_cuniculus	RELIK.23-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0420	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.231-Oryctolagus_cuniculus	RELIK.231-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.232-Oryctolagus_cuniculus	RELIK.232-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.233-Oryctolagus_cuniculus	RELIK.233-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.234-Lepus_americanus	RELIK.234-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010043866.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.236-Lepus_americanus	RELIK.236-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010079287.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.237-Lepus_timidus	RELIK.237-Lepus_timidus	Lepus timidus	RELIK	-	CM019671.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.238-Lepus_americanus	RELIK.238-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010032561.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.239-Lepus_americanus	RELIK.239-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010034212.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.24-Oryctolagus_cuniculus	RELIK.24-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0280	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.241-Oryctolagus_cuniculus	RELIK.241-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.242-Oryctolagus_cuniculus	RELIK.242-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr7	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.243-Lepus_timidus	RELIK.243-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.247-Oryctolagus_cuniculus	RELIK.247-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.248-Oryctolagus_cuniculus	RELIK.248-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr2	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.249-Lepus_timidus	RELIK.249-Lepus_timidus	Lepus timidus	RELIK	-	CM019679.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.25-Oryctolagus_cuniculus	RELIK.25-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0514	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.251-Lepus_americanus	RELIK.251-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010016500.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.253-Lepus_timidus	RELIK.253-Lepus_timidus	Lepus timidus	RELIK	-	CM019683.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.254-Oryctolagus_cuniculus	RELIK.254-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.255-Oryctolagus_cuniculus	RELIK.255-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.256-Oryctolagus_cuniculus	RELIK.256-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr14	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.257-Oryctolagus_cuniculus	RELIK.257-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.258-Oryctolagus_cuniculus	RELIK.258-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr3	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.26-Oryctolagus_cuniculus	RELIK.26-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.260-Oryctolagus_cuniculus	RELIK.260-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0178	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.261-Oryctolagus_cuniculus	RELIK.261-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.262-Lepus_americanus	RELIK.262-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010054085.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.263-Lepus_americanus	RELIK.263-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010069504.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.264-Lepus_timidus	RELIK.264-Lepus_timidus	Lepus timidus	RELIK	-	CM019676.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.265-Lepus_timidus	RELIK.265-Lepus_timidus	Lepus timidus	RELIK	-	CM019683.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.266-Oryctolagus_cuniculus	RELIK.266-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.267-Oryctolagus_cuniculus	RELIK.267-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr7	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.268-Oryctolagus_cuniculus	RELIK.268-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0135	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.27-Oryctolagus_cuniculus	RELIK.27-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr21	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.270-Lepus_americanus	RELIK.270-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010011234.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.271-Lepus_americanus	RELIK.271-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010066416.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.272-Lepus_americanus	RELIK.272-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010046232.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.273-Oryctolagus_cuniculus	RELIK.273-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr17	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.274-Lepus_timidus	RELIK.274-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.275-Oryctolagus_cuniculus	RELIK.275-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr14	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.276-Oryctolagus_cuniculus	RELIK.276-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr19	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.277-Oryctolagus_cuniculus	RELIK.277-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.279-Lepus_americanus	RELIK.279-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010067152.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.280-Lepus_americanus	RELIK.280-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010053334.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.281-Oryctolagus_cuniculus	RELIK.281-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.283-Lepus_americanus	RELIK.283-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010086741.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.284-Lepus_timidus	RELIK.284-Lepus_timidus	Lepus timidus	RELIK	-	CM019670.1	+
