taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.16-Lepus_timidus-provirus	ERV-RELIK.16-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.16-Lepus_timidus-provirus	-	CM019680.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.16-Oryctolagus_cuniculus-provirus	ERV-RELIK.16-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.16-Oryctolagus_cuniculus-provirus	-	chrUn0280	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.17-Lepus_americanus-provirus	ERV-RELIK.17-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.17-Lepus_americanus-provirus	-	PVJM010035557.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.17-Oryctolagus_cuniculus-provirus	ERV-RELIK.17-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.17-Oryctolagus_cuniculus-provirus	-	chrUn0514	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.18-Lepus_americanus-provirus	ERV-RELIK.18-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.18-Lepus_americanus-provirus	-	PVJM010011928.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.18-Lepus_timidus-provirus	ERV-RELIK.18-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.18-Lepus_timidus-provirus	-	VUAX01000235.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.18-Oryctolagus_cuniculus-provirus	ERV-RELIK.18-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.18-Oryctolagus_cuniculus-provirus	-	chr1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.19-Lepus_timidus-provirus	ERV-RELIK.19-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.19-Lepus_timidus-provirus	-	VUAX01000098.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.19-Oryctolagus_cuniculus-provirus	ERV-RELIK.19-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.19-Oryctolagus_cuniculus-provirus	-	chr21	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.2-Oryctolagus_cuniculus-provirus	ERV-RELIK.2-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.2-Oryctolagus_cuniculus-provirus	-	chrUn0420	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.20-Lepus_americanus-provirus	ERV-RELIK.20-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.20-Lepus_americanus-provirus	-	PVJM010026092.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.20-Lepus_timidus-provirus	ERV-RELIK.20-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.20-Lepus_timidus-provirus	-	CM019675.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.20-Oryctolagus_cuniculus-provirus	ERV-RELIK.20-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.20-Oryctolagus_cuniculus-provirus	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.21-Oryctolagus_cuniculus-provirus	ERV-RELIK.21-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.21-Oryctolagus_cuniculus-provirus	-	chr5	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.22-Lepus_timidus-provirus	ERV-RELIK.22-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.22-Lepus_timidus-provirus	-	CM019672.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.22-Oryctolagus_cuniculus-provirus	ERV-RELIK.22-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.22-Oryctolagus_cuniculus-provirus	-	chrUn0227	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.23-Oryctolagus_cuniculus-provirus	ERV-RELIK.23-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.23-Oryctolagus_cuniculus-provirus	-	chrUn0451	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.24-Lepus_americanus-provirus	ERV-RELIK.24-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.24-Lepus_americanus-provirus	-	PVJM010088327.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.24-Lepus_timidus-provirus	ERV-RELIK.24-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.24-Lepus_timidus-provirus	-	CM019671.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.24-Oryctolagus_cuniculus-provirus	ERV-RELIK.24-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.24-Oryctolagus_cuniculus-provirus	-	chrUn0187	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.25-Lepus_timidus-provirus	ERV-RELIK.25-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.25-Lepus_timidus-provirus	-	VUAX01000268.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.25-Oryctolagus_cuniculus-provirus	ERV-RELIK.25-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.25-Oryctolagus_cuniculus-provirus	-	chr3	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.26-Lepus_americanus-provirus	ERV-RELIK.26-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.26-Lepus_americanus-provirus	-	PVJM010020979.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.26-Oryctolagus_cuniculus-provirus	ERV-RELIK.26-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.26-Oryctolagus_cuniculus-provirus	-	chrUn0227	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.28-Oryctolagus_cuniculus-provirus	ERV-RELIK.28-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.28-Oryctolagus_cuniculus-provirus	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.3-Lepus_timidus-provirus	ERV-RELIK.3-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.3-Lepus_timidus-provirus	-	CM019683.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.3-Oryctolagus_cuniculus-provirus	ERV-RELIK.3-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.3-Oryctolagus_cuniculus-provirus	-	chr15	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.32-Oryctolagus_cuniculus-provirus	ERV-RELIK.32-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.32-Oryctolagus_cuniculus-provirus	-	chrUn0072	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.37-Lepus_americanus-provirus	ERV-RELIK.37-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.37-Lepus_americanus-provirus	-	PVJM010238219.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.4-Lepus_americanus-provirus	ERV-RELIK.4-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.4-Lepus_americanus-provirus	-	PVJM010097211.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.40-Lepus_americanus-provirus	ERV-RELIK.40-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.40-Lepus_americanus-provirus	-	PVJM010301069.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.41-Oryctolagus_cuniculus-provirus	ERV-RELIK.41-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.41-Oryctolagus_cuniculus-provirus	-	chrUn0014	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.42-Oryctolagus_cuniculus-provirus	ERV-RELIK.42-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.42-Oryctolagus_cuniculus-provirus	-	chrUn1041	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.43-Lepus_americanus-provirus	ERV-RELIK.43-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.43-Lepus_americanus-provirus	-	PVJM010315435.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.43-Oryctolagus_cuniculus-provirus	ERV-RELIK.43-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.43-Oryctolagus_cuniculus-provirus	-	chr2	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.44-Lepus_americanus-provirus	ERV-RELIK.44-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.44-Lepus_americanus-provirus	-	PVJM010331894.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.46-Oryctolagus_cuniculus-provirus	ERV-RELIK.46-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.46-Oryctolagus_cuniculus-provirus	-	chrUn0218	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.47-Oryctolagus_cuniculus-provirus	ERV-RELIK.47-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.47-Oryctolagus_cuniculus-provirus	-	chrUn0218	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.48-Oryctolagus_cuniculus-provirus	ERV-RELIK.48-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.48-Oryctolagus_cuniculus-provirus	-	chr5	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.5-Lepus_americanus-provirus	ERV-RELIK.5-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.5-Lepus_americanus-provirus	-	PVJM010018742.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.5-Lepus_timidus-provirus	ERV-RELIK.5-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.5-Lepus_timidus-provirus	-	VUAX01000538.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.5-Oryctolagus_cuniculus-provirus	ERV-RELIK.5-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.5-Oryctolagus_cuniculus-provirus	-	chr4	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.7-Lepus_americanus-provirus	ERV-RELIK.7-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.7-Lepus_americanus-provirus	-	PVJM010001062.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.7-Lepus_timidus-provirus	ERV-RELIK.7-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.7-Lepus_timidus-provirus	-	CM019676.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.7-Oryctolagus_cuniculus-provirus	ERV-RELIK.7-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.7-Oryctolagus_cuniculus-provirus	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.8-Lepus_timidus-provirus	ERV-RELIK.8-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.8-Lepus_timidus-provirus	-	CM019682.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.8-Oryctolagus_cuniculus-provirus	ERV-RELIK.8-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.8-Oryctolagus_cuniculus-provirus	-	chrX	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.9-Lepus_americanus-provirus	ERV-RELIK.9-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.9-Lepus_americanus-provirus	-	PVJM010057256.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.9-Lepus_timidus-provirus	ERV-RELIK.9-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.9-Lepus_timidus-provirus	-	CM019669.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.9-Oryctolagus_cuniculus-provirus	ERV-RELIK.9-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.9-Oryctolagus_cuniculus-provirus	-	chr7	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.25-Lepus_americanus-provirus	ERV-RELIK.25-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.25-Lepus_americanus-provirus	-	PVJM010008346.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.30-Oryctolagus_cuniculus-provirus	ERV-RELIK.30-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.30-Oryctolagus_cuniculus-provirus	-	chr17	-
