taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.14-Galeopterus_variegatus-LTR	ERV-ELVgv.14-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.14-Galeopterus_variegatus-LTR	-	KL145141.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.15-Galeopterus_variegatus-LTR	ERV-ELVgv.15-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.15-Galeopterus_variegatus-LTR	-	KL145191.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.16-Galeopterus_variegatus-LTR	ERV-ELVgv.16-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.16-Galeopterus_variegatus-LTR	-	KL143816.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.17-Galeopterus_variegatus-LTR	ERV-ELVgv.17-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.17-Galeopterus_variegatus-LTR	-	KL145215.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.18-Galeopterus_variegatus-LTR	ERV-ELVgv.18-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.18-Galeopterus_variegatus-LTR	-	KL143290.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.19-Galeopterus_variegatus-LTR	ERV-ELVgv.19-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.19-Galeopterus_variegatus-LTR	-	KL146522.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.2-Galeopterus_variegatus-provirus	ERV-ELVgv.2-Galeopterus_variegatus-provirus	Galeopterus_variegatus	ERV-ELVgv.2-Galeopterus_variegatus-provirus	-	KL143158.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.20-Galeopterus_variegatus-LTR	ERV-ELVgv.20-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.20-Galeopterus_variegatus-LTR	-	KL145064.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.21-Galeopterus_variegatus-LTR	ERV-ELVgv.21-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.21-Galeopterus_variegatus-LTR	-	KL143987.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.22-Galeopterus_variegatus-LTR	ERV-ELVgv.22-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.22-Galeopterus_variegatus-LTR	-	KL144191.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.23-Galeopterus_variegatus-LTR	ERV-ELVgv.23-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.23-Galeopterus_variegatus-LTR	-	KL146651.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.24-Galeopterus_variegatus-LTR	ERV-ELVgv.24-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.24-Galeopterus_variegatus-LTR	-	KL151687.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.25-Galeopterus_variegatus-LTR	ERV-ELVgv.25-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.25-Galeopterus_variegatus-LTR	-	KL145163.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.26-Galeopterus_variegatus-LTR	ERV-ELVgv.26-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.26-Galeopterus_variegatus-LTR	-	KL147321.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.27-Galeopterus_variegatus-LTR	ERV-ELVgv.27-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.27-Galeopterus_variegatus-LTR	-	KL143813.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.28-Galeopterus_variegatus-LTR	ERV-ELVgv.28-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.28-Galeopterus_variegatus-LTR	-	KL145629.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.29-Galeopterus_variegatus-LTR	ERV-ELVgv.29-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.29-Galeopterus_variegatus-LTR	-	KL151439.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.3-Galeopterus_variegatus-provirus	ERV-ELVgv.3-Galeopterus_variegatus-provirus	Galeopterus_variegatus	ERV-ELVgv.3-Galeopterus_variegatus-provirus	-	KL148477.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.30-Galeopterus_variegatus-LTR	ERV-ELVgv.30-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.30-Galeopterus_variegatus-LTR	-	KL149543.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.31-Galeopterus_variegatus-LTR	ERV-ELVgv.31-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.31-Galeopterus_variegatus-LTR	-	KL154608.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.32-Galeopterus_variegatus-LTR	ERV-ELVgv.32-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.32-Galeopterus_variegatus-LTR	-	KL146066.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.33-Galeopterus_variegatus-LTR	ERV-ELVgv.33-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.33-Galeopterus_variegatus-LTR	-	KL148551.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.34-Galeopterus_variegatus-LTR	ERV-ELVgv.34-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.34-Galeopterus_variegatus-LTR	-	KL149485.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.35-Galeopterus_variegatus-LTR	ERV-ELVgv.35-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.35-Galeopterus_variegatus-LTR	-	KL142873.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.36-Galeopterus_variegatus-LTR	ERV-ELVgv.36-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.36-Galeopterus_variegatus-LTR	-	KL145214.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.37-Galeopterus_variegatus-LTR	ERV-ELVgv.37-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.37-Galeopterus_variegatus-LTR	-	KL151254.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.38-Galeopterus_variegatus-LTR	ERV-ELVgv.38-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.38-Galeopterus_variegatus-LTR	-	KL145627.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.39-Galeopterus_variegatus-LTR	ERV-ELVgv.39-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.39-Galeopterus_variegatus-LTR	-	KL145287.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.4-Galeopterus_variegatus-provirus	ERV-ELVgv.4-Galeopterus_variegatus-provirus	Galeopterus_variegatus	ERV-ELVgv.4-Galeopterus_variegatus-provirus	-	KL144797.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.40-Galeopterus_variegatus-LTR	ERV-ELVgv.40-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.40-Galeopterus_variegatus-LTR	-	KL144365.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.41-Galeopterus_variegatus-LTR	ERV-ELVgv.41-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.41-Galeopterus_variegatus-LTR	-	KL143274.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.42-Galeopterus_variegatus-LTR	ERV-ELVgv.42-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.42-Galeopterus_variegatus-LTR	-	KL144829.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.43-Galeopterus_variegatus-LTR	ERV-ELVgv.43-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.43-Galeopterus_variegatus-LTR	-	JMZW01477984.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.44-Galeopterus_variegatus-LTR	ERV-ELVgv.44-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.44-Galeopterus_variegatus-LTR	-	KL143076.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.45-Galeopterus_variegatus-LTR	ERV-ELVgv.45-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.45-Galeopterus_variegatus-LTR	-	KL143951.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.46-Galeopterus_variegatus-LTR	ERV-ELVgv.46-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.46-Galeopterus_variegatus-LTR	-	KL147369.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.47-Galeopterus_variegatus-LTR	ERV-ELVgv.47-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.47-Galeopterus_variegatus-LTR	-	KL143741.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.48-Galeopterus_variegatus-LTR	ERV-ELVgv.48-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.48-Galeopterus_variegatus-LTR	-	KL143559.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.49-Galeopterus_variegatus-LTR	ERV-ELVgv.49-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.49-Galeopterus_variegatus-LTR	-	JMZW01444635.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.5-Galeopterus_variegatus-provirus	ERV-ELVgv.5-Galeopterus_variegatus-provirus	Galeopterus_variegatus	ERV-ELVgv.5-Galeopterus_variegatus-provirus	-	KL153624.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.50-Galeopterus_variegatus-LTR	ERV-ELVgv.50-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.50-Galeopterus_variegatus-LTR	-	KL144041.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.51-Galeopterus_variegatus-LTR	ERV-ELVgv.51-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.51-Galeopterus_variegatus-LTR	-	KL150680.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.52-Galeopterus_variegatus-LTR	ERV-ELVgv.52-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.52-Galeopterus_variegatus-LTR	-	KL157631.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.53-Galeopterus_variegatus-LTR	ERV-ELVgv.53-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.53-Galeopterus_variegatus-LTR	-	KL150083.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.54-Galeopterus_variegatus-LTR	ERV-ELVgv.54-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.54-Galeopterus_variegatus-LTR	-	KL146857.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.55-Galeopterus_variegatus-LTR	ERV-ELVgv.55-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.55-Galeopterus_variegatus-LTR	-	KL151182.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.56-Galeopterus_variegatus-LTR	ERV-ELVgv.56-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.56-Galeopterus_variegatus-LTR	-	KL144053.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.57-Galeopterus_variegatus-LTR	ERV-ELVgv.57-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.57-Galeopterus_variegatus-LTR	-	KL145498.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.58-Galeopterus_variegatus-LTR	ERV-ELVgv.58-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.58-Galeopterus_variegatus-LTR	-	KL142858.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.59-Galeopterus_variegatus-LTR	ERV-ELVgv.59-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.59-Galeopterus_variegatus-LTR	-	KL187803.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.60-Galeopterus_variegatus-LTR	ERV-ELVgv.60-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.60-Galeopterus_variegatus-LTR	-	KL145604.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.61-Galeopterus_variegatus-LTR	ERV-ELVgv.61-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.61-Galeopterus_variegatus-LTR	-	KL149754.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.62-Galeopterus_variegatus-LTR	ERV-ELVgv.62-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.62-Galeopterus_variegatus-LTR	-	KL149598.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.63-Galeopterus_variegatus-LTR	ERV-ELVgv.63-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.63-Galeopterus_variegatus-LTR	-	KL143514.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.64-Galeopterus_variegatus-LTR	ERV-ELVgv.64-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.64-Galeopterus_variegatus-LTR	-	KL143627.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.65-Galeopterus_variegatus-LTR	ERV-ELVgv.65-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.65-Galeopterus_variegatus-LTR	-	KL145564.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.66-Galeopterus_variegatus-LTR	ERV-ELVgv.66-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.66-Galeopterus_variegatus-LTR	-	KL154940.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.67-Galeopterus_variegatus-LTR	ERV-ELVgv.67-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.67-Galeopterus_variegatus-LTR	-	KL152583.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.68-Galeopterus_variegatus-LTR	ERV-ELVgv.68-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.68-Galeopterus_variegatus-LTR	-	KL155200.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.69-Galeopterus_variegatus-LTR	ERV-ELVgv.69-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.69-Galeopterus_variegatus-LTR	-	KL146905.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.7-Galeopterus_variegatus-provirus	ERV-ELVgv.7-Galeopterus_variegatus-provirus	Galeopterus_variegatus	ERV-ELVgv.7-Galeopterus_variegatus-provirus	-	KL152334.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.70-Galeopterus_variegatus-LTR	ERV-ELVgv.70-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.70-Galeopterus_variegatus-LTR	-	KL142891.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.71-Galeopterus_variegatus-LTR	ERV-ELVgv.71-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.71-Galeopterus_variegatus-LTR	-	KL144427.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.72-Galeopterus_variegatus-LTR	ERV-ELVgv.72-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.72-Galeopterus_variegatus-LTR	-	KL148157.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.73-Galeopterus_variegatus-LTR	ERV-ELVgv.73-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.73-Galeopterus_variegatus-LTR	-	KL143911.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.74-Galeopterus_variegatus-LTR	ERV-ELVgv.74-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.74-Galeopterus_variegatus-LTR	-	KL152555.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.75-Galeopterus_variegatus-LTR	ERV-ELVgv.75-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.75-Galeopterus_variegatus-LTR	-	KL144308.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.76-Galeopterus_variegatus-LTR	ERV-ELVgv.76-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.76-Galeopterus_variegatus-LTR	-	KL146953.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.77-Galeopterus_variegatus-LTR	ERV-ELVgv.77-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.77-Galeopterus_variegatus-LTR	-	KL143449.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.78-Galeopterus_variegatus-LTR	ERV-ELVgv.78-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.78-Galeopterus_variegatus-LTR	-	KL146111.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.79-Galeopterus_variegatus-LTR	ERV-ELVgv.79-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.79-Galeopterus_variegatus-LTR	-	KL146311.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.80-Galeopterus_variegatus-LTR	ERV-ELVgv.80-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.80-Galeopterus_variegatus-LTR	-	KL150097.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.81-Galeopterus_variegatus-LTR	ERV-ELVgv.81-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.81-Galeopterus_variegatus-LTR	-	KL164604.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.82-Galeopterus_variegatus-LTR	ERV-ELVgv.82-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.82-Galeopterus_variegatus-LTR	-	KL192025.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.83-Galeopterus_variegatus-LTR	ERV-ELVgv.83-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.83-Galeopterus_variegatus-LTR	-	KL143425.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.84-Galeopterus_variegatus-LTR	ERV-ELVgv.84-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.84-Galeopterus_variegatus-LTR	-	KL145038.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.85-Galeopterus_variegatus-LTR	ERV-ELVgv.85-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.85-Galeopterus_variegatus-LTR	-	KL154662.1	+
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.86-Galeopterus_variegatus-LTR	ERV-ELVgv.86-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.86-Galeopterus_variegatus-LTR	-	KL146711.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.87-Galeopterus_variegatus-LTR	ERV-ELVgv.87-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.87-Galeopterus_variegatus-LTR	-	KL143543.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.88-Galeopterus_variegatus-LTR	ERV-ELVgv.88-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.88-Galeopterus_variegatus-LTR	-	KL145287.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.89-Galeopterus_variegatus-LTR	ERV-ELVgv.89-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.89-Galeopterus_variegatus-LTR	-	KL145632.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.9-Galeopterus_variegatus-provirus	ERV-ELVgv.9-Galeopterus_variegatus-provirus	Galeopterus_variegatus	ERV-ELVgv.9-Galeopterus_variegatus-provirus	-	KL142874.1	-
alignment/AL_ELVgv/member/fasta-digs-erv/ERV-ELVgv.90-Galeopterus_variegatus-LTR	ERV-ELVgv.90-Galeopterus_variegatus-LTR	Galeopterus_variegatus	ERV-ELVgv.90-Galeopterus_variegatus-LTR	-	KL152188.1	-
