taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_DELV/member/fasta-digs-erv/DELV.118-Galeopterus_variegatus	DELV.118-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	JMZW01460348.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.119-Galeopterus_variegatus	DELV.119-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL151332.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.12-Galeopterus_variegatus	DELV.12-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL142985.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.13-Galeopterus_variegatus	DELV.13-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL148471.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.14-Galeopterus_variegatus	DELV.14-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145141.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.15-Galeopterus_variegatus	DELV.15-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145191.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.16-Galeopterus_variegatus	DELV.16-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143816.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.17-Galeopterus_variegatus	DELV.17-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145215.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.18-Galeopterus_variegatus	DELV.18-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143290.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.19-Galeopterus_variegatus	DELV.19-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146522.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.2-Galeopterus_variegatus	DELV.2-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143158.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.20-Galeopterus_variegatus	DELV.20-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145064.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.21-Galeopterus_variegatus	DELV.21-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143987.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.22-Galeopterus_variegatus	DELV.22-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144191.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.23-Galeopterus_variegatus	DELV.23-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146651.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.24-Galeopterus_variegatus	DELV.24-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL151687.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.25-Galeopterus_variegatus	DELV.25-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145163.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.26-Galeopterus_variegatus	DELV.26-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL147321.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.27-Galeopterus_variegatus	DELV.27-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143813.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.28-Galeopterus_variegatus	DELV.28-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145629.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.29-Galeopterus_variegatus	DELV.29-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL151439.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.3-Galeopterus_variegatus	DELV.3-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL148477.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.30-Galeopterus_variegatus	DELV.30-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL149543.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.31-Galeopterus_variegatus	DELV.31-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL154608.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.32-Galeopterus_variegatus	DELV.32-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146066.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.33-Galeopterus_variegatus	DELV.33-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL148551.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.34-Galeopterus_variegatus	DELV.34-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL149485.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.35-Galeopterus_variegatus	DELV.35-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL142873.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.36-Galeopterus_variegatus	DELV.36-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145214.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.37-Galeopterus_variegatus	DELV.37-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL151254.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.38-Galeopterus_variegatus	DELV.38-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145627.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.39-Galeopterus_variegatus	DELV.39-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145287.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.4-Galeopterus_variegatus	DELV.4-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144797.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.40-Galeopterus_variegatus	DELV.40-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144365.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.41-Galeopterus_variegatus	DELV.41-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143274.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.42-Galeopterus_variegatus	DELV.42-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144829.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.43-Galeopterus_variegatus	DELV.43-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	JMZW01477984.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.44-Galeopterus_variegatus	DELV.44-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143076.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.45-Galeopterus_variegatus	DELV.45-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143951.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.47-Galeopterus_variegatus	DELV.47-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143741.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.48-Galeopterus_variegatus	DELV.48-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143559.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.49-Galeopterus_variegatus	DELV.49-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	JMZW01444635.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.5-Galeopterus_variegatus	DELV.5-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL153624.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.50-Galeopterus_variegatus	DELV.50-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144041.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.51-Galeopterus_variegatus	DELV.51-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL150680.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.52-Galeopterus_variegatus	DELV.52-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL157631.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.53-Galeopterus_variegatus	DELV.53-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL150083.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.54-Galeopterus_variegatus	DELV.54-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146857.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.55-Galeopterus_variegatus	DELV.55-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL151182.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.56-Galeopterus_variegatus	DELV.56-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144053.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.57-Galeopterus_variegatus	DELV.57-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145498.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.58-Galeopterus_variegatus	DELV.58-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL142858.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.59-Galeopterus_variegatus	DELV.59-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL187803.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.60-Galeopterus_variegatus	DELV.60-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145604.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.61-Galeopterus_variegatus	DELV.61-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL149754.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.62-Galeopterus_variegatus	DELV.62-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL149598.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.63-Galeopterus_variegatus	DELV.63-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143514.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.64-Galeopterus_variegatus	DELV.64-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143627.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.65-Galeopterus_variegatus	DELV.65-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145564.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.66-Galeopterus_variegatus	DELV.66-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL154940.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.67-Galeopterus_variegatus	DELV.67-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL152583.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.68-Galeopterus_variegatus	DELV.68-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL155200.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.69-Galeopterus_variegatus	DELV.69-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146905.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.7-Galeopterus_variegatus	DELV.7-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL152334.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.70-Galeopterus_variegatus	DELV.70-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL142891.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.71-Galeopterus_variegatus	DELV.71-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144427.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.72-Galeopterus_variegatus	DELV.72-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL148157.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.73-Galeopterus_variegatus	DELV.73-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143911.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.74-Galeopterus_variegatus	DELV.74-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL152555.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.75-Galeopterus_variegatus	DELV.75-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL144308.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.76-Galeopterus_variegatus	DELV.76-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146953.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.77-Galeopterus_variegatus	DELV.77-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143449.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.78-Galeopterus_variegatus	DELV.78-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146111.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.79-Galeopterus_variegatus	DELV.79-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146311.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.80-Galeopterus_variegatus	DELV.80-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL150097.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.81-Galeopterus_variegatus	DELV.81-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL164604.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.82-Galeopterus_variegatus	DELV.82-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL192025.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.83-Galeopterus_variegatus	DELV.83-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143425.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.84-Galeopterus_variegatus	DELV.84-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145038.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.85-Galeopterus_variegatus	DELV.85-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL154662.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.86-Galeopterus_variegatus	DELV.86-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146711.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.87-Galeopterus_variegatus	DELV.87-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143543.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.88-Galeopterus_variegatus	DELV.88-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145287.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.89-Galeopterus_variegatus	DELV.89-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL145632.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.9-Galeopterus_variegatus	DELV.9-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL142874.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.90-Galeopterus_variegatus	DELV.90-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL152188.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.92-Galeopterus_variegatus	DELV.92-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL148165.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.93-Galeopterus_variegatus	DELV.93-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143050.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.94-Galeopterus_variegatus	DELV.94-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143988.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.95-Galeopterus_variegatus	DELV.95-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL154745.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.96-Galeopterus_variegatus	DELV.96-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL172473.1	+
alignment/AL_DELV/member/fasta-digs-erv/DELV.98-Galeopterus_variegatus	DELV.98-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL146181.1	-
alignment/AL_DELV/member/fasta-digs-erv/DELV.99-Galeopterus_variegatus	DELV.99-Galeopterus_variegatus	Galeopterus variegatus	DELV	-	KL143766.1	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022581	KX022581	Galeopterus variegatus	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022582	KX022582	Galeopterus variegatus	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022583	KX022583	Cynocephalus volans	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022584	KX022584	Cynocephalus volans	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022585	KX022585	Galeopterus variegatus	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022586	KX022586	Galeopterus variegatus	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022587	KX022587	Cynocephalus volans	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022588	KX022588	Cynocephalus volans	ELVgv	-	-	-
alignment/AL_DELV/member/ncbi-curated-erv/KX022589	KX022589	Galeopterus variegatus	ELVgv	-	-	-
