taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.17-Oryctolagus_cuniculus-provirus	ERV-RELIK.17-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0514	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.2-Oryctolagus_cuniculus-provirus	ERV-RELIK.2-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0420	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.20-Oryctolagus_cuniculus-provirus	ERV-RELIK.20-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.201-Oryctolagus_cuniculus-provirus	ERV-RELIK.201-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr17	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.202-Oryctolagus_cuniculus-provirus	ERV-RELIK.202-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.203-Oryctolagus_cuniculus-provirus	ERV-RELIK.203-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.205-Oryctolagus_cuniculus-provirus	ERV-RELIK.205-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0129	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.21-Lepus_americanus-provirus	ERV-RELIK.21-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010019645.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.21-Lepus_timidus-provirus	ERV-RELIK.21-Lepus_timidus-provirus	Lepus_timidus	RELIK	-	CM019681.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.21-Oryctolagus_cuniculus-provirus	ERV-RELIK.21-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr5	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.220-Lepus_americanus-provirus	ERV-RELIK.220-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010001062.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.221-Lepus_americanus-provirus	ERV-RELIK.221-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010058017.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.225-Lepus_americanus-provirus	ERV-RELIK.225-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010018723.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.227-Lepus_americanus-provirus	ERV-RELIK.227-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010070084.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.23-Lepus_timidus-provirus	ERV-RELIK.23-Lepus_timidus-provirus	Lepus_timidus	RELIK	-	CM019672.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.23-Oryctolagus_cuniculus-provirus	ERV-RELIK.23-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0451	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.250-Lepus_americanus-provirus	ERV-RELIK.250-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010083368.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.250-Lepus_timidus-provirus	ERV-RELIK.250-Lepus_timidus-provirus	Lepus_timidus	RELIK	-	VUAX01000113.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.26-Lepus_americanus-provirus	ERV-RELIK.26-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010020979.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.27-Oryctolagus_cuniculus-provirus	ERV-RELIK.27-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0119	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.28-Lepus_americanus-provirus	ERV-RELIK.28-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010050045.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.28-Oryctolagus_cuniculus-provirus	ERV-RELIK.28-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.29-Oryctolagus_cuniculus-provirus	ERV-RELIK.29-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0091	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.3-Oryctolagus_cuniculus-provirus	ERV-RELIK.3-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr15	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.36-Lepus_timidus-LTR	ERV-RELIK.36-Lepus_timidus-LTR	Lepus_timidus	RELIK	-	CM019683.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.37-Lepus_timidus-LTR	ERV-RELIK.37-Lepus_timidus-LTR	Lepus_timidus	RELIK	-	CM019670.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.38-Lepus_timidus-LTR	ERV-RELIK.38-Lepus_timidus-LTR	Lepus_timidus	RELIK	-	CM019669.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.39-Lepus_timidus-LTR	ERV-RELIK.39-Lepus_timidus-LTR	Lepus_timidus	RELIK	-	VUAX01000388.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.39-Oryctolagus_cuniculus-provirus	ERV-RELIK.39-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrUn0150	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.49-Oryctolagus_cuniculus-provirus	ERV-RELIK.49-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr2	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.5-Lepus_timidus-provirus	ERV-RELIK.5-Lepus_timidus-provirus	Lepus_timidus	RELIK	-	VUAX01000538.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.6-Lepus_timidus-provirus	ERV-RELIK.6-Lepus_timidus-provirus	Lepus_timidus	RELIK	-	CM019681.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.7-Oryctolagus_cuniculus-provirus	ERV-RELIK.7-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.8-Lepus_timidus-provirus	ERV-RELIK.8-Lepus_timidus-provirus	Lepus_timidus	RELIK	-	CM019682.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.8-Oryctolagus_cuniculus-provirus	ERV-RELIK.8-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chrX	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.9-Lepus_americanus-provirus	ERV-RELIK.9-Lepus_americanus-provirus	Lepus_americanus	RELIK	-	PVJM010057256.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.9-Oryctolagus_cuniculus-provirus	ERV-RELIK.9-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	RELIK	-	chr7	-
