taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.12-Lepus_timidus-provirus	ERV-RELIK.12-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.12-Lepus_timidus-provirus	-	CM019669.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.12-Oryctolagus_cuniculus-provirus	ERV-RELIK.12-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.12-Oryctolagus_cuniculus-provirus	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.120-Oryctolagus_cuniculus-LTR	ERV-RELIK.120-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.120-Oryctolagus_cuniculus-LTR	-	chr13	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.121-Lepus_americanus-LTR	ERV-RELIK.121-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.121-Lepus_americanus-LTR	-	PVJM010326271.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.121-Oryctolagus_cuniculus-LTR	ERV-RELIK.121-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.121-Oryctolagus_cuniculus-LTR	-	chr2	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.122-Lepus_americanus-LTR	ERV-RELIK.122-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.122-Lepus_americanus-LTR	-	PVJM010206028.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.122-Oryctolagus_cuniculus-LTR	ERV-RELIK.122-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.122-Oryctolagus_cuniculus-LTR	-	chrUn0178	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.123-Oryctolagus_cuniculus-LTR	ERV-RELIK.123-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.123-Oryctolagus_cuniculus-LTR	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.124-Lepus_americanus-LTR	ERV-RELIK.124-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.124-Lepus_americanus-LTR	-	PVJM010496601.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.124-Oryctolagus_cuniculus-LTR	ERV-RELIK.124-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.124-Oryctolagus_cuniculus-LTR	-	chr12	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.125-Oryctolagus_cuniculus-LTR	ERV-RELIK.125-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.125-Oryctolagus_cuniculus-LTR	-	chr3	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.126-Oryctolagus_cuniculus-LTR	ERV-RELIK.126-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.126-Oryctolagus_cuniculus-LTR	-	chr14	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.127-Lepus_americanus-LTR	ERV-RELIK.127-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.127-Lepus_americanus-LTR	-	PVJM010009492.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.128-Oryctolagus_cuniculus-LTR	ERV-RELIK.128-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.128-Oryctolagus_cuniculus-LTR	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.129-Oryctolagus_cuniculus-LTR	ERV-RELIK.129-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.129-Oryctolagus_cuniculus-LTR	-	chr18	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.130-Lepus_americanus-LTR	ERV-RELIK.130-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.130-Lepus_americanus-LTR	-	PVJM010558919.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.130-Oryctolagus_cuniculus-LTR	ERV-RELIK.130-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.130-Oryctolagus_cuniculus-LTR	-	chr7	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.131-Lepus_americanus-LTR	ERV-RELIK.131-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.131-Lepus_americanus-LTR	-	PVJM010587504.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.131-Oryctolagus_cuniculus-LTR	ERV-RELIK.131-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.131-Oryctolagus_cuniculus-LTR	-	chr1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.132-Oryctolagus_cuniculus-LTR	ERV-RELIK.132-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.132-Oryctolagus_cuniculus-LTR	-	chrUn0135	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.133-Lepus_americanus-LTR	ERV-RELIK.133-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.133-Lepus_americanus-LTR	-	PVJM010298968.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.133-Oryctolagus_cuniculus-LTR	ERV-RELIK.133-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.133-Oryctolagus_cuniculus-LTR	-	chr17	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.134-Lepus_americanus-LTR	ERV-RELIK.134-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.134-Lepus_americanus-LTR	-	PVJM010047977.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.134-Oryctolagus_cuniculus-LTR	ERV-RELIK.134-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.134-Oryctolagus_cuniculus-LTR	-	chr14	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.135-Oryctolagus_cuniculus-LTR	ERV-RELIK.135-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.135-Oryctolagus_cuniculus-LTR	-	chr19	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.136-Oryctolagus_cuniculus-LTR	ERV-RELIK.136-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.136-Oryctolagus_cuniculus-LTR	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.137-Lepus_americanus-LTR	ERV-RELIK.137-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.137-Lepus_americanus-LTR	-	PVJM010026188.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.137-Oryctolagus_cuniculus-LTR	ERV-RELIK.137-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.137-Oryctolagus_cuniculus-LTR	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.139-Oryctolagus_cuniculus-LTR	ERV-RELIK.139-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.139-Oryctolagus_cuniculus-LTR	-	chr14	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.140-Lepus_americanus-LTR	ERV-RELIK.140-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.140-Lepus_americanus-LTR	-	PVJM010012127.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.140-Oryctolagus_cuniculus-LTR	ERV-RELIK.140-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.140-Oryctolagus_cuniculus-LTR	-	chr16	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.141-Oryctolagus_cuniculus-LTR	ERV-RELIK.141-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.141-Oryctolagus_cuniculus-LTR	-	chr1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.142-Lepus_americanus-LTR	ERV-RELIK.142-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.142-Lepus_americanus-LTR	-	PVJM010004701.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.142-Oryctolagus_cuniculus-LTR	ERV-RELIK.142-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.142-Oryctolagus_cuniculus-LTR	-	chr13	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.143-Oryctolagus_cuniculus-LTR	ERV-RELIK.143-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.143-Oryctolagus_cuniculus-LTR	-	chrUn0007	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.145-Oryctolagus_cuniculus-LTR	ERV-RELIK.145-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.145-Oryctolagus_cuniculus-LTR	-	chr19	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.146-Oryctolagus_cuniculus-LTR	ERV-RELIK.146-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.146-Oryctolagus_cuniculus-LTR	-	chrUn0010	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.147-Lepus_americanus-LTR	ERV-RELIK.147-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.147-Lepus_americanus-LTR	-	PVJM010620955.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.147-Oryctolagus_cuniculus-LTR	ERV-RELIK.147-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.147-Oryctolagus_cuniculus-LTR	-	chr2	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.148-Lepus_americanus-LTR	ERV-RELIK.148-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.148-Lepus_americanus-LTR	-	PVJM010276532.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.148-Oryctolagus_cuniculus-LTR	ERV-RELIK.148-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.148-Oryctolagus_cuniculus-LTR	-	chr2	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.149-Oryctolagus_cuniculus-LTR	ERV-RELIK.149-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.149-Oryctolagus_cuniculus-LTR	-	chr3	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.15-Lepus_timidus-provirus	ERV-RELIK.15-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.15-Lepus_timidus-provirus	-	CM019680.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.15-Oryctolagus_cuniculus-provirus	ERV-RELIK.15-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.15-Oryctolagus_cuniculus-provirus	-	chrUn0420	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.150-Oryctolagus_cuniculus-LTR	ERV-RELIK.150-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.150-Oryctolagus_cuniculus-LTR	-	chr2	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.151-Oryctolagus_cuniculus-LTR	ERV-RELIK.151-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.151-Oryctolagus_cuniculus-LTR	-	chr15	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.152-Lepus_americanus-LTR	ERV-RELIK.152-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.152-Lepus_americanus-LTR	-	PVJM010342015.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.152-Oryctolagus_cuniculus-LTR	ERV-RELIK.152-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.152-Oryctolagus_cuniculus-LTR	-	chr11	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.153-Lepus_americanus-LTR	ERV-RELIK.153-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.153-Lepus_americanus-LTR	-	PVJM010888181.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.153-Oryctolagus_cuniculus-LTR	ERV-RELIK.153-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.153-Oryctolagus_cuniculus-LTR	-	chr11	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.154-Lepus_americanus-LTR	ERV-RELIK.154-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.154-Lepus_americanus-LTR	-	PVJM010051040.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.154-Oryctolagus_cuniculus-LTR	ERV-RELIK.154-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.154-Oryctolagus_cuniculus-LTR	-	chr14	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.155-Lepus_americanus-LTR	ERV-RELIK.155-Lepus_americanus-LTR	Lepus_americanus	ERV-RELIK.155-Lepus_americanus-LTR	-	PVJM010961519.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.155-Oryctolagus_cuniculus-LTR	ERV-RELIK.155-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.155-Oryctolagus_cuniculus-LTR	-	chrUn0129	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.156-Oryctolagus_cuniculus-LTR	ERV-RELIK.156-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.156-Oryctolagus_cuniculus-LTR	-	chr7	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.157-Oryctolagus_cuniculus-LTR	ERV-RELIK.157-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.157-Oryctolagus_cuniculus-LTR	-	chr17	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.159-Oryctolagus_cuniculus-LTR	ERV-RELIK.159-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.159-Oryctolagus_cuniculus-LTR	-	chr1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.16-Lepus_americanus-provirus	ERV-RELIK.16-Lepus_americanus-provirus	Lepus_americanus	ERV-RELIK.16-Lepus_americanus-provirus	-	PVJM010037697.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.16-Lepus_timidus-provirus	ERV-RELIK.16-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.16-Lepus_timidus-provirus	-	CM019680.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.16-Oryctolagus_cuniculus-provirus	ERV-RELIK.16-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.16-Oryctolagus_cuniculus-provirus	-	chrUn0280	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.161-Oryctolagus_cuniculus-LTR	ERV-RELIK.161-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.161-Oryctolagus_cuniculus-LTR	-	chrUn0106	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.162-Oryctolagus_cuniculus-LTR	ERV-RELIK.162-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.162-Oryctolagus_cuniculus-LTR	-	chr14	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.163-Oryctolagus_cuniculus-LTR	ERV-RELIK.163-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.163-Oryctolagus_cuniculus-LTR	-	chr9	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.166-Oryctolagus_cuniculus-LTR	ERV-RELIK.166-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.166-Oryctolagus_cuniculus-LTR	-	chrUn0043	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.17-Lepus_timidus-provirus	ERV-RELIK.17-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.17-Lepus_timidus-provirus	-	CM019681.1	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.17-Oryctolagus_cuniculus-provirus	ERV-RELIK.17-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.17-Oryctolagus_cuniculus-provirus	-	chrUn0514	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.170-Oryctolagus_cuniculus-LTR	ERV-RELIK.170-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.170-Oryctolagus_cuniculus-LTR	-	chr11	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.171-Oryctolagus_cuniculus-LTR	ERV-RELIK.171-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.171-Oryctolagus_cuniculus-LTR	-	chrUn0086	-
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.176-Oryctolagus_cuniculus-LTR	ERV-RELIK.176-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.176-Oryctolagus_cuniculus-LTR	-	chrUn0288	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.178-Oryctolagus_cuniculus-LTR	ERV-RELIK.178-Oryctolagus_cuniculus-LTR	Oryctolagus_cuniculus	ERV-RELIK.178-Oryctolagus_cuniculus-LTR	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.18-Oryctolagus_cuniculus-provirus	ERV-RELIK.18-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.18-Oryctolagus_cuniculus-provirus	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.19-Lepus_timidus-provirus	ERV-RELIK.19-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.19-Lepus_timidus-provirus	-	VUAX01000098.1	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.19-Oryctolagus_cuniculus-provirus	ERV-RELIK.19-Oryctolagus_cuniculus-provirus	Oryctolagus_cuniculus	ERV-RELIK.19-Oryctolagus_cuniculus-provirus	-	chr21	+
alignment/AL_RELIK/member/fasta-digs-erv/ERV-RELIK.2-Lepus_timidus-provirus	ERV-RELIK.2-Lepus_timidus-provirus	Lepus_timidus	ERV-RELIK.2-Lepus_timidus-provirus	-	CM019685.1	-
