taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Mustela_putorius_furo_24702	Mustela_putorius_furo_24702	Mustela_putorius_furo	Mustela_putorius_furo_24702	-	GL896924	-
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Mustela_putorius_furo_24706	Mustela_putorius_furo_24706	Mustela_putorius_furo	Mustela_putorius_furo_24706	-	GL896901	-
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Mustela_putorius_furo_24761	Mustela_putorius_furo_24761	Mustela_putorius_furo	Mustela_putorius_furo_24761	-	GL896950	-
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24099	Neovison_vison_24099	Neovison_vison	Neovison_vison_24099	-	FNWR01001227.1	+
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24105	Neovison_vison_24105	Neovison_vison	Neovison_vison_24105	-	FNWR01000208.1	-
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24206	Neovison_vison_24206	Neovison_vison	Neovison_vison_24206	-	FNWR01000285.1	+
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24221	Neovison_vison_24221	Neovison_vison	Neovison_vison_24221	-	FNWR01000040.1	+
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24228	Neovison_vison_24228	Neovison_vison	Neovison_vison_24228	-	FNWR01000254.1	+
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24319	Neovison_vison_24319	Neovison_vison	Neovison_vison_24319	-	FNWR01000739.1	-
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24369	Neovison_vison_24369	Neovison_vison	Neovison_vison_24369	-	FNWR01000802.1	+
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24498	Neovison_vison_24498	Neovison_vison	Neovison_vison_24498	-	FNWR01000502.1	-
alignment/AL_UNC_MELV_5LTR/member/fasta-digs-erv/Neovison_vison_24563	Neovison_vison_24563	Neovison_vison	Neovison_vison_24563	-	FNWR01000120.1	-
