taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24477	Lepus_americanus_24477	Lepus_americanus	Lepus_americanus_24477	-	PVJM010004328.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24487	Lepus_americanus_24487	Lepus_americanus	Lepus_americanus_24487	-	PVJM010018742.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24497	Lepus_americanus_24497	Lepus_americanus	Lepus_americanus_24497	-	PVJM010121669.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24510	Lepus_americanus_24510	Lepus_americanus	Lepus_americanus_24510	-	PVJM010058017.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24524	Lepus_americanus_24524	Lepus_americanus	Lepus_americanus_24524	-	PVJM010019645.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24542	Lepus_americanus_24542	Lepus_americanus	Lepus_americanus_24542	-	PVJM010046403.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24595	Lepus_americanus_24595	Lepus_americanus	Lepus_americanus_24595	-	PVJM010035557.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24723	Lepus_americanus_24723	Lepus_americanus	Lepus_americanus_24723	-	PVJM010001062.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24741	Lepus_americanus_24741	Lepus_americanus	Lepus_americanus_24741	-	PVJM010053582.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_americanus_24757	Lepus_americanus_24757	Lepus_americanus	Lepus_americanus_24757	-	PVJM010083368.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24038	Lepus_timidus_24038	Lepus_timidus	Lepus_timidus_24038	-	CM019675.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24039	Lepus_timidus_24039	Lepus_timidus	Lepus_timidus_24039	-	VUAX01000538.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24053	Lepus_timidus_24053	Lepus_timidus	Lepus_timidus_24053	-	CM019669.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24067	Lepus_timidus_24067	Lepus_timidus	Lepus_timidus_24067	-	VUAX01000176.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24141	Lepus_timidus_24141	Lepus_timidus	Lepus_timidus_24141	-	CM019673.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24299	Lepus_timidus_24299	Lepus_timidus	Lepus_timidus_24299	-	CM019683.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24315	Lepus_timidus_24315	Lepus_timidus	Lepus_timidus_24315	-	CM019680.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24380	Lepus_timidus_24380	Lepus_timidus	Lepus_timidus_24380	-	CM019672.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24450	Lepus_timidus_24450	Lepus_timidus	Lepus_timidus_24450	-	CM019681.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24562	Lepus_timidus_24562	Lepus_timidus	Lepus_timidus_24562	-	CM019682.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24584	Lepus_timidus_24584	Lepus_timidus	Lepus_timidus_24584	-	CM019673.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24660	Lepus_timidus_24660	Lepus_timidus	Lepus_timidus_24660	-	CM019681.1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24714	Lepus_timidus_24714	Lepus_timidus	Lepus_timidus_24714	-	CM019675.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24771	Lepus_timidus_24771	Lepus_timidus	Lepus_timidus_24771	-	CM019669.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24772	Lepus_timidus_24772	Lepus_timidus	Lepus_timidus_24772	-	CM019676.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Lepus_timidus_24777	Lepus_timidus_24777	Lepus_timidus	Lepus_timidus_24777	-	VUAX01000113.1	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24019	Oryctolagus_cuniculus_24019	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24019	-	chrUn0420	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24035	Oryctolagus_cuniculus_24035	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24035	-	chr18	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24079	Oryctolagus_cuniculus_24079	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24079	-	chrUn0227	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24090	Oryctolagus_cuniculus_24090	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24090	-	chrUn0172	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24144	Oryctolagus_cuniculus_24144	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24144	-	chr5	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24148	Oryctolagus_cuniculus_24148	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24148	-	chr17	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24151	Oryctolagus_cuniculus_24151	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24151	-	chrUn0002	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24171	Oryctolagus_cuniculus_24171	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24171	-	chr15	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24174	Oryctolagus_cuniculus_24174	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24174	-	chr12	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24184	Oryctolagus_cuniculus_24184	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24184	-	chr13	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24207	Oryctolagus_cuniculus_24207	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24207	-	chrUn0451	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24245	Oryctolagus_cuniculus_24245	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24245	-	chrUn0150	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24251	Oryctolagus_cuniculus_24251	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24251	-	chrUn0514	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24260	Oryctolagus_cuniculus_24260	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24260	-	chr4	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24292	Oryctolagus_cuniculus_24292	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24292	-	chrUn0420	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24300	Oryctolagus_cuniculus_24300	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24300	-	chrUn0091	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24313	Oryctolagus_cuniculus_24313	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24313	-	chrUn0119	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24353	Oryctolagus_cuniculus_24353	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24353	-	chr3	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24382	Oryctolagus_cuniculus_24382	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24382	-	chr1	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24391	Oryctolagus_cuniculus_24391	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24391	-	chrUn0187	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24396	Oryctolagus_cuniculus_24396	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24396	-	chrUn1117	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24402	Oryctolagus_cuniculus_24402	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24402	-	chrUn0358	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24414	Oryctolagus_cuniculus_24414	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24414	-	chrX	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24419	Oryctolagus_cuniculus_24419	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24419	-	chrUn0129	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24474	Oryctolagus_cuniculus_24474	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24474	-	chrUn0420	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24506	Oryctolagus_cuniculus_24506	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24506	-	chrX	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24514	Oryctolagus_cuniculus_24514	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24514	-	chrUn1247	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24518	Oryctolagus_cuniculus_24518	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24518	-	chr21	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24544	Oryctolagus_cuniculus_24544	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24544	-	chrX	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24555	Oryctolagus_cuniculus_24555	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24555	-	chr14	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24615	Oryctolagus_cuniculus_24615	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24615	-	chr13	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24616	Oryctolagus_cuniculus_24616	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24616	-	chrUn0163	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24663	Oryctolagus_cuniculus_24663	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24663	-	chr18	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24664	Oryctolagus_cuniculus_24664	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24664	-	chrUn0280	+
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24738	Oryctolagus_cuniculus_24738	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24738	-	chr7	-
alignment/AL_UNC_RELIK_Env/member/fasta-digs-erv/Oryctolagus_cuniculus_24790	Oryctolagus_cuniculus_24790	Oryctolagus_cuniculus	Oryctolagus_cuniculus_24790	-	chrUn0014	+
