taxon	sequenceID	pubmed_id	name	isolate	country	collection_year
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676019	EF676019	18024912	Small ruminant lentivirus	It-064s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676020	EF676020	18024912	Small ruminant lentivirus	It-069s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676021	EF676021	18024912	Small ruminant lentivirus	It-090g06	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676022	EF676022	18024912	Small ruminant lentivirus	It-103g02	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676023	EF676023	18024912	Small ruminant lentivirus	It-104g02	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676024	EF676024	18024912	Small ruminant lentivirus	It-121g02	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676025	EF676025	18024912	Small ruminant lentivirus	It-130g02	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676026	EF676026	18024912	Small ruminant lentivirus	It-143s07	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010120	EU010120	18024912	Small ruminant lentivirus	It-047g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010121	EU010121	18024912	Small ruminant lentivirus	It-043g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010122	EU010122	18024912	Small ruminant lentivirus	It-041.9g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010123	EU010123	18024912	Small ruminant lentivirus	It-017.16g03	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010124	EU010124	18024912	Small ruminant lentivirus	It-025g02	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010126	EU010126	18024912	Small ruminant lentivirus	It-007.5s03	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726488	EU726488	18987157	Small ruminant lentivirus	It-001g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726489	EU726489	18987157	Small ruminant lentivirus	It-002g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726490	EU726490	18987157	Small ruminant lentivirus	It-003g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726491	EU726491	18987157	Small ruminant lentivirus	It-003g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726492	EU726492	18987157	Small ruminant lentivirus	It-004g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726493	EU726493	18987157	Small ruminant lentivirus	It-005g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726494	EU726494	18987157	Small ruminant lentivirus	It-005g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726495	EU726495	18987157	Small ruminant lentivirus	It-005g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726496	EU726496	18987157	Small ruminant lentivirus	It-006g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726497	EU726497	18987157	Small ruminant lentivirus	It-007g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726498	EU726498	18987157	Small ruminant lentivirus	It-007g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726499	EU726499	18987157	Small ruminant lentivirus	It-008g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726500	EU726500	18987157	Small ruminant lentivirus	It-008g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726501	EU726501	18987157	Small ruminant lentivirus	It-009g0299B	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726502	EU726502	18987157	Small ruminant lentivirus	It-010g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726503	EU726503	18987157	Small ruminant lentivirus	It-010g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726504	EU726504	18987157	Small ruminant lentivirus	It-011g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726505	EU726505	18987157	Small ruminant lentivirus	It-011g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726506	EU726506	18987157	Small ruminant lentivirus	It-011g0907E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726507	EU726507	18987157	Small ruminant lentivirus	It-012g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726508	EU726508	18987157	Small ruminant lentivirus	It-013g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726509	EU726509	18987157	Small ruminant lentivirus	It-013g0299A	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726510	EU726510	18987157	Small ruminant lentivirus	It-013g0299E	Italy	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726511	EU726511	18987157	Small ruminant lentivirus	It-014g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726512	EU726512	18987157	Small ruminant lentivirus	It-015g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726513	EU726513	18987157	Small ruminant lentivirus	It-016g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726514	EU726514	18987157	Small ruminant lentivirus	It-017g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726515	EU726515	18987157	Small ruminant lentivirus	It-020g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726516	EU726516	18987157	Small ruminant lentivirus	It-020g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726517	EU726517	18987157	Small ruminant lentivirus	It-021g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726518	EU726518	18987157	Small ruminant lentivirus	It-027g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726519	EU726519	18987157	Small ruminant lentivirus	It-029g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726520	EU726520	18987157	Small ruminant lentivirus	It-029g0907E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726521	EU726521	18987157	Small ruminant lentivirus	It-034g0806B	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726522	EU726522	18987157	Small ruminant lentivirus	It-035g0207B	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726523	EU726523	18987157	Small ruminant lentivirus	It-039g0207A	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726524	EU726524	18987157	Small ruminant lentivirus	It-043g0907E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU726525	EU726525	18987157	Small ruminant lentivirus	It-121g0207E	Italy	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/EU983109	EU983109	-	Caprine arthritis encephalitis virus	NIAH44058PCG	Thailand	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623121	FJ623121	22155513	Small ruminant lentivirus	1217	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623123	FJ623123	22155513	Small ruminant lentivirus	4819	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623124	FJ623124	22155513	Small ruminant lentivirus	90472	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623125	FJ623125	22155513	Small ruminant lentivirus	1	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FR687200	FR687200	21858464	Small ruminant lentivirus	06/PI/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693808	FR693808	21858464	Small ruminant lentivirus	2803.28/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693809	FR693809	21858464	Small ruminant lentivirus	803.42/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693810	FR693810	21858464	Small ruminant lentivirus	0222/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693811	FR693811	21858464	Small ruminant lentivirus	2803.32/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693813	FR693813	21858464	Small ruminant lentivirus	2393/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693814	FR693814	21858464	Small ruminant lentivirus	1462/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693815	FR693815	21858464	Small ruminant lentivirus	6770/UM/09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693816	FR693816	21858464	Small ruminant lentivirus	6780/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693817	FR693817	21858464	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693818	FR693818	21858464	Small ruminant lentivirus	2803.35/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693819	FR693819	21858464	Small ruminant lentivirus	5012/UM/10	Italy	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR693820	FR693820	21858464	Small ruminant lentivirus	6440/UM/10	Italy	2010
