taxon	sequenceID	pubmed_id	name	isolate	country	collection_year
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454185	AY454185	14967484	Small ruminant lentivirus	SNCR5578	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454186	AY454186	14967484	Small ruminant lentivirus	SNCR5586	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454187	AY454187	14967484	Small ruminant lentivirus	SNCR5591	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454188	AY454188	14967484	Small ruminant lentivirus	SNCR5592	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454190	AY454190	14967484	Small ruminant lentivirus	SNCR5598	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454191	AY454191	14967484	Small ruminant lentivirus	SNCR5637	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454192	AY454192	14967484	Small ruminant lentivirus	SNCR5638	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454193	AY454193	14967484	Small ruminant lentivirus	SNCR5639	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454194	AY454194	14967484	Small ruminant lentivirus	SNCR5645	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454195	AY454195	14967484	Small ruminant lentivirus	SNCR5651	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454196	AY454196	14967484	Small ruminant lentivirus	SNCR5660	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454197	AY454197	14967484	Small ruminant lentivirus	SNCR5661	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454198	AY454198	14967484	Small ruminant lentivirus	SNCR5663	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454199	AY454199	14967484	Small ruminant lentivirus	SNCR5666	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454200	AY454200	14967484	Small ruminant lentivirus	SNCR5667	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454201	AY454201	14967484	Small ruminant lentivirus	SNCR5669	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454202	AY454202	14967484	Small ruminant lentivirus	SNCR5673	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454203	AY454203	14967484	Small ruminant lentivirus	SNCR5674	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454204	AY454204	14967484	Small ruminant lentivirus	SNCR5678	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454205	AY454205	14967484	Small ruminant lentivirus	SNCR5679	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454206	AY454206	14967484	Small ruminant lentivirus	SNCR5686	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454207	AY454207	14967484	Small ruminant lentivirus	SNCR5690	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454209	AY454209	14967484	Small ruminant lentivirus	SNCR5697	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454210	AY454210	14967484	Small ruminant lentivirus	SNCR5698	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454211	AY454211	14967484	Small ruminant lentivirus	SNCR5699	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454212	AY454212	14967484	Small ruminant lentivirus	SNCR5700	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454213	AY454213	14967484	Small ruminant lentivirus	SNCR5701	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454214	AY454214	14967484	Small ruminant lentivirus	SNCR5703	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454215	AY454215	14967484	Small ruminant lentivirus	SNCR5705	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454216	AY454216	14967484	Small ruminant lentivirus	SNCR5709	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454217	AY454217	14967484	Small ruminant lentivirus	SNCR5717	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454218	AY454218	14967484	Small ruminant lentivirus	SNCR5720	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454219	AY454219	14967484	Small ruminant lentivirus	SNCR5721	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454220	AY454220	14967484	Small ruminant lentivirus	SNCR5723	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454221	AY454221	14967484	Small ruminant lentivirus	SNCR5731	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454222	AY454222	14967484	Small ruminant lentivirus	SNCR5745	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454223	AY454223	14967484	Small ruminant lentivirus	SNCR5775	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454224	AY454224	14967484	Small ruminant lentivirus	SNCR5776	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454225	AY454225	14967484	Small ruminant lentivirus	SNCR5813	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454226	AY454226	14967484	Small ruminant lentivirus	SNCR5814	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454227	AY454227	14967484	Small ruminant lentivirus	SNCR5842	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454228	AY454228	14967484	Small ruminant lentivirus	SNCR5843	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454229	AY454229	14967484	Small ruminant lentivirus	SNCR5844	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454230	AY454230	14967484	Small ruminant lentivirus	SNCR5845	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454231	AY454231	14967484	Small ruminant lentivirus	SNCR6247	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454232	AY454232	14967484	Small ruminant lentivirus	SNCR6249	Switzerland	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY577031	AY577031	15220425	Small ruminant lentivirus	SNCR7592	Switzerland	2003
alignment/AL_SRLV/member/ncbi-curated-srlv/AY577032	AY577032	15220425	Small ruminant lentivirus	SNCR7730	Switzerland	2003
alignment/AL_SRLV/member/ncbi-curated-srlv/AY577033	AY577033	15220425	Small ruminant lentivirus	SNCR7731	Switzerland	2003
alignment/AL_SRLV/member/ncbi-curated-srlv/EF675997	EF675997	18024912	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676000	EF676000	18024912	Small ruminant lentivirus	It-014s03	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676002	EF676002	18024912	Small ruminant lentivirus	It-018g04	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676006	EF676006	18024912	Small ruminant lentivirus	It-030g03	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676007	EF676007	18024912	Small ruminant lentivirus	It-035s05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676009	EF676009	18024912	Small ruminant lentivirus	It-037s05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676010	EF676010	18024912	Small ruminant lentivirus	It-03g08	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676013	EF676013	18024912	Small ruminant lentivirus	It-045g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676015	EF676015	18024912	Small ruminant lentivirus	It-052g06	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676016	EF676016	18024912	Small ruminant lentivirus	It-053s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676017	EF676017	18024912	Small ruminant lentivirus	It-060s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676018	EF676018	18024912	Small ruminant lentivirus	It-063s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676019	EF676019	18024912	Small ruminant lentivirus	It-064s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EF676020	EF676020	18024912	Small ruminant lentivirus	It-069s01	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010120	EU010120	18024912	Small ruminant lentivirus	It-047g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010121	EU010121	18024912	Small ruminant lentivirus	It-043g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010122	EU010122	18024912	Small ruminant lentivirus	It-041.9g05	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010123	EU010123	18024912	Small ruminant lentivirus	It-017.16g03	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010124	EU010124	18024912	Small ruminant lentivirus	It-025g02	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU010126	EU010126	18024912	Small ruminant lentivirus	It-007.5s03	Italy	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/EU983109	EU983109	-	Caprine arthritis encephalitis virus	NIAH44058PCG	Thailand	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623121	FJ623121	22155513	Small ruminant lentivirus	1217	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623123	FJ623123	22155513	Small ruminant lentivirus	4819	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623124	FJ623124	22155513	Small ruminant lentivirus	90472	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FJ623125	FJ623125	22155513	Small ruminant lentivirus	1	Poland	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255385	GQ255385	20016044	Ovine progressive pneumonia virus	18.4.	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255386	GQ255386	20016044	Ovine progressive pneumonia virus	27.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255391	GQ255391	20016044	Ovine progressive pneumonia virus	68.2	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255401	GQ255401	20016044	Ovine progressive pneumonia virus	76.4	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255403	GQ255403	20016044	Ovine progressive pneumonia virus	83.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255411	GQ255411	20016044	Ovine progressive pneumonia virus	89.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255417	GQ255417	20016044	Ovine progressive pneumonia virus	99.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255423	GQ255423	20016044	Ovine progressive pneumonia virus	101.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255428	GQ255428	20016044	Ovine progressive pneumonia virus	10.1	United States	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ255433	GQ255433	20016044	Ovine progressive pneumonia virus	WLC-1.1	United States	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428519	GQ428519	20060658	Small ruminant lentivirus	It-002-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428520	GQ428520	20060658	Small ruminant lentivirus	It-003-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428521	GQ428521	20060658	Small ruminant lentivirus	It-004-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428522	GQ428522	20060658	Small ruminant lentivirus	It-005-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428523	GQ428523	20060658	Small ruminant lentivirus	It-006-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428524	GQ428524	20060658	Small ruminant lentivirus	It-007-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428525	GQ428525	20060658	Small ruminant lentivirus	It-009-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428526	GQ428526	20060658	Small ruminant lentivirus	It-012-40309-08	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428527	GQ428527	20060658	Small ruminant lentivirus	It-gal-65475-02	Italy	2002
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428528	GQ428528	20060658	Small ruminant lentivirus	It-001-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428529	GQ428529	20060658	Small ruminant lentivirus	It-002-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428530	GQ428530	20060658	Small ruminant lentivirus	It-003-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428531	GQ428531	20060658	Small ruminant lentivirus	It-004-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428532	GQ428532	20060658	Small ruminant lentivirus	It-005-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428533	GQ428533	20060658	Small ruminant lentivirus	It-006-68540-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428534	GQ428534	20060658	Small ruminant lentivirus	It-003-65475-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428535	GQ428535	20060658	Small ruminant lentivirus	It-006-65475-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/GQ428536	GQ428536	20060658	Small ruminant lentivirus	It-005-65475-09	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158122	HQ158122	21639904	Small ruminant lentivirus	CBonnie	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158123	HQ158123	21639904	Small ruminant lentivirus	C30	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158124	HQ158124	21639904	Small ruminant lentivirus	C51	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158125	HQ158125	21639904	Small ruminant lentivirus	c69	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158126	HQ158126	21639904	Small ruminant lentivirus	c95	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158127	HQ158127	21639904	Small ruminant lentivirus	c5FC1	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158128	HQ158128	21639904	Small ruminant lentivirus	cFC2-8	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158129	HQ158129	21639904	Small ruminant lentivirus	cFC2-44	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158130	HQ158130	21639904	Small ruminant lentivirus	cFC4-12	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158131	HQ158131	21639904	Small ruminant lentivirus	cFC4-24	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158132	HQ158132	21639904	Small ruminant lentivirus	O16A-27	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158133	HQ158133	21639904	Small ruminant lentivirus	O23F-17	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158134	HQ158134	21639904	Small ruminant lentivirus	O23F-18	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158135	HQ158135	21639904	Small ruminant lentivirus	O23117	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/HQ158136	HQ158136	21639904	Small ruminant lentivirus	O5A-34	Canada	2004
alignment/AL_SRLV/member/ncbi-curated-srlv/JF502418	JF502418	21562119	Caprine arthritis encephalitis virus	TR-DM	Turkey	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520393	JF520393	21562119	Caprine arthritis encephalitis virus	It-36384	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520394	JF520394	21562119	Caprine arthritis encephalitis virus	IT-40309	Italy	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520395	JF520395	21562119	Caprine arthritis encephalitis virus	It-8970	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520396	JF520396	21562119	Caprine arthritis encephalitis virus	It-9762	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/JF520397	JF520397	21562119	Caprine arthritis encephalitis virus	It-68533	Italy	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184351	JN184351	23375019	Small ruminant lentivirus	72	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184352	JN184352	23375019	Small ruminant lentivirus	160	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184353	JN184353	23375019	Small ruminant lentivirus	166	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184354	JN184354	23375019	Small ruminant lentivirus	292	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184355	JN184355	23375019	Small ruminant lentivirus	333	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184356	JN184356	23375019	Small ruminant lentivirus	336	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184357	JN184357	23375019	Small ruminant lentivirus	358	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184358	JN184358	23375019	Small ruminant lentivirus	368	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184359	JN184359	23375019	Small ruminant lentivirus	698	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184360	JN184360	23375019	Small ruminant lentivirus	N-05/136	Spain	2005
alignment/AL_SRLV/member/ncbi-curated-srlv/JN184361	JN184361	23375019	Small ruminant lentivirus	N/146	Spain	2007
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660691	JX660691	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660692	JX660692	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660693	JX660693	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660694	JX660694	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX660695	JX660695	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/JX878404	JX878404	23197577	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861550	KF861550	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861551	KF861551	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861552	KF861552	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861553	KF861553	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861554	KF861554	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861555	KF861555	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861556	KF861556	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861557	KF861557	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861558	KF861558	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861559	KF861559	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861560	KF861560	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861561	KF861561	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861562	KF861562	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861563	KF861563	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861564	KF861564	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861565	KF861565	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861566	KF861566	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861567	KF861567	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861568	KF861568	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861569	KF861569	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861570	KF861570	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861571	KF861571	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KF861572	KF861572	-	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641269	KJ641269	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641270	KJ641270	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641271	KJ641271	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641272	KJ641272	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641273	KJ641273	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641274	KJ641274	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641275	KJ641275	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641276	KJ641276	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641277	KJ641277	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641278	KJ641278	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641279	KJ641279	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641280	KJ641280	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641281	KJ641281	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641282	KJ641282	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641283	KJ641283	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641284	KJ641284	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641285	KJ641285	25462356	Small ruminant lentivirus	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/KJ641286	KJ641286	25462356	Small ruminant lentivirus	-	-	-
